Company Name,Website,Email,Phone,Source URL
orbina,https://www.orbina.ai/,,,https://turkiye.ai/portfolio/orbina/
Orbislabs.ai,,No Website,No Website,https://turkiye.ai/portfolio/orbislabs-ai/
Ortus,https://www.ortus4c.com/,Not Found,Not Found,https://turkiye.ai/portfolio/ortus/
PackUpp Teknoloji A.Ş.,https://packupp.com/,info@packupp.com,Not Found,https://turkiye.ai/portfolio/packupp-teknoloji-a-s/
Pairend Biyoteknoloji,https://pairend.com/,Not Found,+90 216 606 16 86,https://turkiye.ai/portfolio/pairend-biyoteknoloji/
Papirus Digital,https://papirusdigital.com,"info@papirus.aiAbout, info@papirus.ai",Not Found,https://turkiye.ai/portfolio/papirus-digital/
Parabol Yazılım,https://www.paraboly.com,usinfo@paraboly.com,+90 312 210 01 65,https://turkiye.ai/portfolio/parabol-yazilim/
Pdmechanics,https://pdmechanics.com/,info@pdmechanics.com,0850 200 70 21,https://turkiye.ai/portfolio/pdmechanics/
Phexum,https://www.phexum.com,Not Found,0216 577 6921,https://turkiye.ai/portfolio/phexum/
PhiTech Bioinformatics,https://phitech.bio/,Not Found,Not Found,https://turkiye.ai/portfolio/phitech-bioinformatics/
Pi Robotik,https://www.pirobotik.com/,info@pirobotik.com,+90 538 033 55 64,https://turkiye.ai/portfolio/pi-robotik/
Picussoft,https://picussoft.com,,,https://turkiye.ai/portfolio/picussoft/
Pivony,https://pivony.com/,NewsContactinfo@pivony.com,Not Found,https://turkiye.ai/portfolio/pivony/
pixel cybernetics,https://www.pixelcybernetics.com/,Emailinfo@pixelcybernetics.com,Not Found,https://turkiye.ai/portfolio/pixel-cybernetics/
PixlData,https://pixldata.com/,UsBlogPricingPortfolioContactEmailsupport@pixldata.comPhone,Not Found,https://turkiye.ai/portfolio/pixldata/
PixSelect,https://www.pixselect.com.tr,Not Found,Not Found,https://turkiye.ai/portfolio/pixselect/
Poliark,https://www.poliark.com,Not Found,Not Found,https://turkiye.ai/portfolio/poliark/
Poltio,https://www.poltio.com/,support@poltio.com,Not Found,https://turkiye.ai/portfolio/poltio/
Pons,https://www.ponstech.co/,info@ponstech.coSubscribe,Not Found,https://turkiye.ai/portfolio/pons/
PragmaCraft,https://www.pragmacraft.com,Not Found,Not Found,https://turkiye.ai/portfolio/pragmacraft/
PragmaTech Bilgi Teknolojileri,https://pragmatech.com.tr,Usinfo@pragmatech.com.tr,Not Found,https://turkiye.ai/portfolio/pragmatech-bilgi-teknolojileri/
Presify,https://presify.ai,"onum_company@mail.com, info@presify.aiPhone, sam@presify.ai",Not Found,https://turkiye.ai/portfolio/presify/
PrimeSearch,https://www.metaform.com.tr,rkiyeinfo@metaform.com.tr,+90 312 474 17 00,https://turkiye.ai/portfolio/primesearch/
Progin,http://progin.com.tr/,info@progin.com.tr,+90 554 746 28 24,https://turkiye.ai/portfolio/progin/
Prometa.ai,,No Website,No Website,https://turkiye.ai/portfolio/prometa-ai/
PromiseQ,https://www.promiseq.com/,Informationinfo@promiseq.compromiseQ,Not Found,https://turkiye.ai/portfolio/promiseq/
Prowth,https://prowth.co/?utm_source=turkiye-ai&utm_medium=referral,34398product@prowth.co,Not Found,https://turkiye.ai/portfolio/prowth/
Proxus IIoT Platform,https://www.proxus.io/,Not Found,Not Found,https://turkiye.ai/portfolio/proxus-iiot-platform/
Publins,https://publins.com,Not Found,Not Found,https://turkiye.ai/portfolio/publins/
Pusula AI,http://www.pusula.ai,,,https://turkiye.ai/portfolio/pusula-ai/
Qdelivery,https://www.qdelivery.app,Not Found,Not Found,https://turkiye.ai/portfolio/qdelivery/
QSoft Bilişim ve Teknoloji,https://www.qsoft.com.tr/,info@qsoft.ai,+90 850 309 21 32,https://turkiye.ai/portfolio/qsoft-bilisim-ve-teknoloji/
Quandatum,,No Website,No Website,https://turkiye.ai/portfolio/quandatum/
Quin,https://www.quinengine.com/,Not Found,Not Found,https://turkiye.ai/portfolio/quin/
Radiologics,http://www.radiologics.ai/?utm_source=turkiye-ai&utm_medium=referral,02info@radiologics.aiFollow,0 212 361 75 02,https://turkiye.ai/portfolio/radiologics/
Ranna,https://www.ranna.com.tr,contact@ranna.com.tr,"+902166290659, +905382114273",https://turkiye.ai/portfolio/ranna/
Ratio Technologies,https://ratiotechnologies.com.tr,info@ratioenergy.coCareersAddress,Not Found,https://turkiye.ai/portfolio/ratio-technologies/
RATIONE DIVIDE AI,https://rationedivide.com/,Not Found,Not Found,https://turkiye.ai/portfolio/ratione-divide-ai/
Ravinspect,https://www.ravinspect.com,,,https://turkiye.ai/portfolio/ravinspect/
Rebuslabs,https://rebuslabs.com,info@rebuslabs.comFirst,Not Found,https://turkiye.ai/portfolio/rebuslabs/
refabric,https://www.refabric.com/,Not Found,Not Found,https://turkiye.ai/portfolio/refabric-2/
Rem Vision Lab,https://www.remvisionlab.com/,Thinghello@remvisionlab.com,Not Found,https://turkiye.ai/portfolio/rem-vision-lab/
reprai,https://www.reprai.com,Not Found,Not Found,https://turkiye.ai/portfolio/reprai/
Research Ecosystems,https://www.researchecosystems.com/,info@researchecosystems.com,+90 535 452 89 66,https://turkiye.ai/portfolio/research-ecosystems/
RNV AI,https://www.rnv.ai,Not Found,Not Found,https://turkiye.ai/portfolio/rnv-ai/
Roasy AI,https://roasy.ai/,Not Found,Not Found,https://turkiye.ai/portfolio/roasy-ai/
Robbot,https://robbot.com.tr/,"info@robbot.com.tr, stanbulinfo@robbot.com.trloading",Not Found,https://turkiye.ai/portfolio/robbot/
Robeff Teknoloji A.Ş.,https://www.robeff.com,NLinfo@robeff.com,Not Found,https://turkiye.ai/portfolio/robeff-teknoloji-a-s/
robfly,https://robfly.com/,info@robfly.com,+90 555 706 82 60,https://turkiye.ai/portfolio/robfly/
Robomotion,https://www.robomotion.io,Not Found,Not Found,https://turkiye.ai/portfolio/robomotion/
Robusta,https://robusta.ai,info@robusta.ai,Not Found,https://turkiye.ai/portfolio/robusta/
Roltek Teknoloji,https://www.roltek.com.tr/,"info@roltek.com.tr, info@roltek.com.trsearch, 1220satis@roltek.com.tr","0 850 305 1220, +90 850 305 1220",https://turkiye.ai/portfolio/roltek-teknoloji/
SafeVideo AI,https://safevideo.ai,Not Found,Not Found,https://turkiye.ai/portfolio/safevideo-ai/
Saha Robotik,https://saharobotik.com/,Turkeyinfo@saharobotik.com,+90 262 606 00 55,https://turkiye.ai/portfolio/saha-robotik/
Sanai,https://www.sanai.com.tr,info@sanai.com.tr,+90 216 565 36 49,https://turkiye.ai/portfolio/sanai/
Sanction Scanner,https://sanctionscanner.com,Not Found,Not Found,https://turkiye.ai/portfolio/sanction-scanner/
Sargetek,https://www.sargetek.com,,,https://turkiye.ai/portfolio/sargetek/
SchemaPlus,https://www.schemaplus.io/,Not Found,Not Found,https://turkiye.ai/portfolio/schemaplus/
SCP- Smart City & Partner (Eye On Blue),https://www.smartcityandpartners.com,"info@smartcityandpartners.com, rkiyeinfo@smartcityandpartners.com",+90 312 241 96 31,https://turkiye.ai/portfolio/scp-smart-city-partner-eye-on-blue/
Selekt AI,https://www.selektai.com,Not Found,Not Found,https://turkiye.ai/portfolio/selekt-ai/
